date,region,app,resolution_time
2025-07-20,South America,Facebook,3.2648352618554703
2025-02-03,Europe,WhatsApp,5.119351443322877
2025-04-21,Africa,WhatsApp,4.94124696507872
2025-08-25,North America,Messenger,3.7885922476241616
2025-02-01,Africa,Messenger,4.321320873952493
2025-07-28,North America,WhatsApp,1.5351958434117048
2025-05-12,North America,WhatsApp,4.088474082336063
2025-04-16,Africa,Facebook,3.6468567225418007
2025-02-02,North America,Messenger,7.294632549173288
2025-02-12,Asia,Facebook,4.043355873203526
2025-04-17,Europe,Messenger,2.9280755308883775
2025-09-22,Africa,Messenger,4.172780466410131
2025-08-14,Asia,Facebook,2.9922129898414864
2025-06-28,North America,Instagram,1.8716580791874744
2025-08-10,North America,Instagram,4.618048730124483
2025-05-05,Europe,Instagram,4.011537565180872
2025-06-16,Asia,Messenger,5.489763603727628
2025-05-31,Asia,Facebook,6.1840176813978704
2025-02-10,Africa,Instagram,6.833996921355363
2025-02-04,North America,WhatsApp,4.344585267226321
2025-08-19,South America,Instagram,5.037309720737423
2025-08-03,Africa,Facebook,4.4223386475130635
2025-04-11,Africa,Messenger,0.5212717343886832
2025-02-26,Africa,Facebook,5.853993092480048
2025-08-03,Europe,Messenger,4.818723981136642
2025-06-05,Europe,Facebook,4.838875579035032
2025-03-05,Africa,Facebook,3.231136580353266
2025-03-03,South America,WhatsApp,3.035551034750336
2025-03-03,Asia,Instagram,3.898015408491758
2025-04-04,Asia,Instagram,4.836887625811966
2025-01-26,North America,Facebook,1.071544012106128
2025-05-01,Asia,Instagram,4.3032844619998265
2025-02-19,Asia,WhatsApp,6.5327391630468306
2025-09-09,South America,Facebook,3.8029962606039103
2025-02-05,Asia,Instagram,1.0306588488651274
2025-04-10,South America,Instagram,3.716959544120405
2025-05-16,Europe,Messenger,4.442256821220653
2025-07-13,South America,Instagram,4.564131722246576
2025-08-09,Europe,Instagram,4.232107324573202
2025-02-24,South America,Messenger,6.904295795262737
2025-04-20,Africa,Facebook,4.211321748673296
2025-05-29,Europe,Facebook,4.287892177710342
2025-09-22,Europe,WhatsApp,3.1463274591277144
2025-06-11,Asia,Messenger,5.416489620805008
2025-07-06,Europe,Facebook,6.545617173235159
2025-05-09,South America,Instagram,3.0578152781741648
2025-04-18,Africa,Instagram,3.8370369270496596
2025-03-09,Africa,Instagram,0.5127179813737763
2025-03-07,Asia,WhatsApp,2.74508864453382
2025-05-24,South America,Facebook,6.953985623379741
2025-02-22,South America,Messenger,3.5541611863743263
2025-05-08,North America,Facebook,4.340477523895316
2025-07-26,Europe,Messenger,2.907061723003877
2025-08-04,Asia,Messenger,4.67172791455011
2025-03-09,Africa,Facebook,3.7381996133902553
2025-03-03,North America,Instagram,4.616396866643392
2025-07-29,South America,Instagram,4.156949953797426
2025-02-21,Europe,Messenger,6.165015773006076
2025-04-26,Africa,Instagram,4.252753685577082
2025-03-06,North America,WhatsApp,2.74853871403547
2025-05-10,South America,WhatsApp,3.0456769024726684
2025-06-26,Africa,Messenger,1.1971206369583034
2025-06-12,Africa,Instagram,4.188105040838567
2025-06-01,South America,Messenger,3.904651622899066
2025-08-24,South America,WhatsApp,6.269975349484309
2025-06-07,Asia,WhatsApp,2.2407455535679137
2025-04-16,Africa,WhatsApp,2.953574969267203
2025-09-12,South America,Facebook,2.96929529747014
2025-04-23,North America,WhatsApp,3.6196274294476294
2025-01-30,Europe,Instagram,2.108570290469685
2025-01-12,Asia,Facebook,3.5822226433563706
2025-06-26,South America,WhatsApp,4.028057969200848
2025-02-15,Europe,Instagram,4.073171857446644
2025-06-20,Asia,WhatsApp,5.910054167898493
2025-05-10,Africa,Instagram,3.9554270768926814
2025-09-02,Europe,Instagram,3.91966593391731
2025-07-22,Asia,WhatsApp,5.7177081904313125
2025-08-14,South America,WhatsApp,3.996624792377445
2025-03-21,South America,Facebook,2.176284327623978
2025-02-04,Asia,WhatsApp,2.3837476416681733
2025-02-21,Africa,Instagram,2.3980443583023354
2025-06-10,Asia,Messenger,2.171901377431419
2025-03-25,North America,Facebook,6.997417530998813
2025-01-26,Asia,Instagram,2.391731268833161
2025-08-13,Asia,Instagram,3.93749752897524
2025-06-03,South America,Messenger,4.082450341186563
2025-04-05,Africa,WhatsApp,3.734756653850577
2025-08-13,Asia,Instagram,2.830379653404883
2025-09-24,Europe,Messenger,4.6828032754538755
2025-02-10,South America,Messenger,1.7140902409340044
2025-05-13,South America,WhatsApp,2.4012951241509586
2025-03-07,Asia,Messenger,5.682758758171946
2025-07-29,Europe,Messenger,2.3538256353603737
2025-06-02,Asia,Messenger,5.946316956947298
2025-06-21,Europe,Messenger,6.074403890960017
2025-02-28,South America,Messenger,6.104139009248869
2025-07-03,Europe,Messenger,5.2658246874385775
2025-06-29,Asia,Instagram,1.9309959418066525
2025-01-12,North America,Facebook,1.692683814499429
2025-03-09,North America,WhatsApp,2.3204980831464996
2025-07-21,Europe,Facebook,2.5714341344361906
2025-01-06,Asia,WhatsApp,2.049840696445466
2025-01-15,Africa,Facebook,2.974169780510688
2025-02-11,North America,WhatsApp,5.1543450541811335
2025-01-31,South America,Messenger,4.976414753772511
2025-06-30,Asia,Facebook,4.443549817576408
2025-09-19,Asia,Facebook,3.6778177710039124
2025-01-21,North America,WhatsApp,3.8975762532166613
2025-07-01,Africa,WhatsApp,4.451609792284007
2025-07-03,South America,Instagram,3.2901328575578175
2025-09-01,Africa,Messenger,5.466005985613096
2025-05-29,South America,Messenger,2.02799473202629
2025-09-13,North America,Instagram,2.8347366695486604
2025-04-10,Asia,WhatsApp,2.6115527402728542
2025-02-24,South America,Messenger,4.68640178315842
2025-07-05,Asia,WhatsApp,2.199635021762131
2025-03-27,Europe,Messenger,2.6243813563071456
2025-06-23,Europe,Facebook,4.6365686049724015
2025-01-22,North America,Facebook,2.696744547161165
2025-09-01,North America,Messenger,5.257327991809239
2025-03-01,North America,Messenger,5.222036240921822
2025-04-14,Europe,Messenger,3.1932182438952377
2025-05-19,South America,Instagram,4.19142882714421
2025-06-08,Africa,Messenger,7.089012860056805
2025-08-20,North America,Instagram,5.308110476031894
2025-03-18,Africa,Instagram,4.741203068197501
2025-01-18,Africa,Facebook,6.3277623768528795
2025-01-22,Europe,Messenger,2.554495632937453
2025-07-03,South America,Facebook,5.883750352356186
2025-05-25,Europe,Facebook,4.533416424285314
2025-02-07,North America,Instagram,6.185705217129351
2025-05-23,Europe,WhatsApp,3.216796352174742
2025-01-13,Europe,Instagram,6.088740030904079
2025-07-05,Europe,Facebook,1.3865513994153629
2025-09-24,North America,Instagram,3.436161815875094
2025-09-26,North America,Instagram,4.408897946854961
2025-04-07,Europe,Instagram,4.985229819130337
2025-01-01,Europe,Messenger,0.8600705440184466
2025-01-27,Africa,Instagram,2.1314556655744252
2025-02-05,South America,Facebook,2.374583917004796
2025-06-09,Africa,Instagram,2.5965093112471935
2025-01-31,South America,Messenger,2.8742718189883947
2025-05-07,South America,Facebook,4.247095289555498
2025-09-19,Europe,Instagram,6.214377772742626
2025-07-29,Africa,Facebook,3.4370841595934936
2025-05-30,South America,Messenger,6.318711874099735
2025-01-31,South America,WhatsApp,4.127282632671333
2025-04-10,North America,Messenger,3.678743018712377
2025-08-07,South America,Messenger,5.567795265237706
2025-09-10,Europe,Facebook,3.7658157783295563
2025-06-20,Asia,Facebook,2.8269376518603844
2025-09-14,North America,WhatsApp,5.989135032148505
2025-02-26,Asia,WhatsApp,3.942553405033299
2025-01-09,Europe,WhatsApp,6.686635243172263
2025-01-05,Asia,Messenger,3.46766339518652
2025-04-24,South America,Messenger,2.002875602614119
2025-09-22,Asia,WhatsApp,2.8458397582667536
2025-06-22,Africa,WhatsApp,2.9939424913860444
2025-08-08,Europe,WhatsApp,3.856527768539342
2025-07-24,Africa,Instagram,2.808602050357699
2025-01-24,Asia,Instagram,2.1205928173372457
2025-06-19,Africa,WhatsApp,3.5155841758830944
2025-04-13,North America,Messenger,4.137213567958254
2025-03-01,Asia,Facebook,4.61755005617036
2025-03-27,Africa,Messenger,3.974772616000277
2025-09-12,South America,Facebook,6.049289100759861
2025-06-14,Asia,WhatsApp,4.09212739560388
2025-06-16,North America,Instagram,0.7245551467121931
2025-03-25,South America,Instagram,4.37577802319888
2025-07-21,Asia,Facebook,4.011103058147518
2025-03-31,South America,WhatsApp,5.102857824121835
2025-03-30,Asia,Instagram,2.320929337034456
2025-04-30,Asia,WhatsApp,5.592173000008513
2025-06-05,Europe,WhatsApp,4.400386855449011
2025-07-07,Africa,Facebook,4.203404842582761
2025-07-07,Asia,WhatsApp,5.407707368940361
2025-09-19,North America,WhatsApp,5.739353315394549
2025-02-21,Africa,Facebook,5.593065272978284
2025-05-20,Europe,Instagram,0.5
2025-01-19,Africa,Messenger,1.8663078890173943
2025-03-16,Africa,WhatsApp,3.3403337884344357
2025-08-18,Asia,Facebook,2.21673562485425
2025-05-10,North America,Instagram,2.9570331166523873
2025-02-24,Asia,WhatsApp,3.923166337292597
2025-09-28,North America,Messenger,3.294991592658616
2025-04-10,North America,Instagram,3.9638875246278595
2025-03-10,South America,Facebook,6.0395650899920446
2025-01-17,Asia,WhatsApp,6.67107230168399
2025-04-26,Europe,Facebook,4.559961987557026
2025-06-01,Africa,Messenger,6.0025031579815025
2025-04-26,South America,Messenger,3.401671086487259
2025-01-30,Europe,Facebook,3.062826874701156
2025-02-20,Asia,WhatsApp,3.88737383808018
2025-03-01,North America,Facebook,3.5313892632973616
2025-08-17,Asia,Instagram,5.013489028448471
2025-09-16,Asia,Facebook,4.021672765707155
2025-01-05,South America,Messenger,6.263855634551995
2025-01-28,Europe,WhatsApp,4.179378013986353
2025-09-11,South America,WhatsApp,2.9394407481355334
2025-08-19,Europe,Messenger,3.2906724392814763
2025-07-19,South America,Messenger,3.1089034460402605
2025-09-28,Africa,Instagram,5.096645646064501
2025-02-15,North America,Messenger,3.842270129057001
2025-01-28,North America,Messenger,4.177406082489369
2025-01-07,North America,Messenger,4.627640031212343
2025-08-20,Africa,WhatsApp,4.808765786071289
2025-07-18,Africa,Messenger,5.586841308468889
2025-04-04,North America,Facebook,4.503938144350851
2025-03-23,North America,Facebook,2.5609436881825003
2025-03-29,Europe,WhatsApp,3.2705311928566356
2025-07-05,Europe,Instagram,3.269030632548969
2025-08-31,Asia,Instagram,2.908327926218142
2025-03-09,South America,WhatsApp,5.556905672193386
2025-07-06,Europe,Facebook,3.7773558719603493
2025-08-27,Europe,WhatsApp,4.26774880127771
2025-08-06,Europe,Messenger,4.5013532309152255
2025-04-18,Europe,WhatsApp,4.313634916492663
2025-02-07,Africa,Instagram,4.464996795027233
2025-01-10,Asia,Facebook,7.611988832417157
2025-01-26,Europe,Instagram,5.014615787164216
2025-02-17,South America,Instagram,2.6190273846173144
2025-01-14,Europe,Facebook,4.474594751613968
2025-04-10,Africa,Messenger,4.158610288775144
2025-07-06,North America,Facebook,1.9166696411331192
2025-01-12,North America,Facebook,0.5
2025-06-16,Asia,WhatsApp,4.2125594719460935
2025-05-02,North America,Facebook,3.579972640508921
2025-04-05,Europe,WhatsApp,2.2766350723149142
2025-01-25,Africa,Instagram,3.1886955918974205
2025-01-17,Asia,Facebook,3.6110092823005093
2025-01-29,Europe,Messenger,3.125631936324707
2025-03-13,North America,WhatsApp,4.4075122744577655
2025-09-27,South America,WhatsApp,4.263162743789529
2025-09-07,Europe,Messenger,5.198115162606043
2025-05-24,South America,WhatsApp,5.735694685089822
2025-08-11,South America,WhatsApp,4.966277534518884
2025-03-16,Asia,Messenger,2.97700903345417
2025-04-12,Africa,Instagram,4.252510621700492
2025-01-20,North America,Facebook,1.5923326583287656
2025-04-27,North America,Facebook,3.287548155673184
2025-06-23,Europe,Facebook,0.5
2025-06-22,North America,Facebook,3.471021101102285
2025-01-04,Asia,Facebook,3.196980895062765
2025-05-28,North America,Facebook,5.036607211657172
2025-04-24,Europe,WhatsApp,2.549210300594898
2025-06-16,North America,Facebook,4.256441234822702
2025-04-28,Africa,WhatsApp,3.4323589363976925
2025-04-10,South America,Messenger,3.362370345595322
2025-06-24,South America,Instagram,2.8467594019115943
2025-06-08,South America,WhatsApp,4.450428724626139
2025-08-15,Africa,Instagram,3.7584709716152744
2025-02-07,Asia,Messenger,2.5638168430090866
2025-07-17,Europe,Facebook,4.197797406746119
2025-05-16,Africa,Instagram,4.459525702470225
2025-04-14,Europe,Instagram,6.29160858499914
2025-07-12,Asia,Messenger,3.1282603520271435
2025-09-07,Africa,Messenger,3.418485488281268
2025-01-13,North America,Messenger,2.0632007002434487
2025-02-24,Asia,WhatsApp,3.328725729284565
2025-03-26,South America,WhatsApp,2.409415273922818
2025-04-19,Africa,Instagram,5.656065904072821
2025-02-12,Asia,Messenger,4.771294087332798
2025-03-12,Asia,Instagram,2.3848782038202785
2025-09-25,Africa,Facebook,2.534383097072731
2025-02-28,South America,Messenger,3.1717629841759427
2025-02-13,South America,WhatsApp,5.947433205139431
2025-01-14,Asia,Messenger,3.0847049654923433
2025-04-22,Europe,Instagram,3.7371367953327024
2025-08-16,Asia,WhatsApp,6.299866826923156
2025-06-18,Africa,Facebook,4.6230582443716965
2025-09-03,Africa,Facebook,1.8281480355875965
2025-09-23,Africa,Instagram,1.2533448948623298
2025-08-31,South America,Messenger,4.141209468335937
2025-06-07,North America,Facebook,7.451986614051772
2025-01-18,Africa,Instagram,6.033613648370732
2025-03-24,Africa,WhatsApp,4.565080321115734
2025-08-19,Europe,WhatsApp,5.177696973617607
2025-09-10,Europe,Instagram,5.290761556500969
2025-06-16,Asia,Messenger,1.5466694024108665
2025-02-11,Asia,Messenger,4.311528773225616
2025-09-06,Asia,Messenger,5.969996327105228
2025-09-05,Africa,Messenger,7.137053584325473
2025-01-20,Europe,Instagram,4.758728021037076
2025-02-11,Asia,Instagram,1.9617980717634653
2025-03-28,Europe,WhatsApp,4.856765885523864
2025-09-18,Africa,WhatsApp,4.832099785981428
2025-08-28,Africa,Messenger,5.303735344291737
2025-06-16,Asia,Facebook,4.609503252103879
2025-08-07,Africa,Facebook,6.7903404931893405
2025-05-13,Africa,WhatsApp,4.28527981516879
2025-07-26,Europe,WhatsApp,4.0890370151354745
2025-02-20,North America,Instagram,3.6066961878037134
2025-04-16,South America,WhatsApp,4.146137672510001
2025-07-03,Asia,WhatsApp,4.419231077993601
2025-07-20,North America,Messenger,4.183514826229623
2025-01-11,Asia,Facebook,5.173981077060488
2025-09-11,North America,Facebook,0.8915959969030602
2025-05-30,Africa,Instagram,3.7958004936573664
2025-04-06,Asia,Facebook,4.776399222124788
2025-04-16,North America,Messenger,4.422668812354633
2025-05-23,South America,Messenger,2.089213028418729
2025-06-15,Africa,Instagram,4.795356565673884
2025-01-01,Asia,WhatsApp,4.074133949400552
2025-02-15,Asia,WhatsApp,5.146649537621069
2025-08-30,North America,Messenger,4.864565041752952
2025-01-03,Asia,Instagram,4.486951056221771
2025-05-22,Africa,Messenger,4.005313078452986
2025-03-02,Europe,Facebook,4.429178319339867
2025-08-13,North America,Facebook,4.4321978569171945
2025-06-19,South America,Messenger,5.9911752695814116
2025-05-14,Asia,WhatsApp,8.485493251076313
2025-02-10,Africa,Facebook,2.388844474446752
2025-08-19,Asia,Instagram,0.5
2025-08-14,South America,WhatsApp,3.208321566416635
2025-05-19,Africa,Facebook,2.5882883851363605
2025-04-20,South America,Messenger,5.261680322576715
2025-02-26,Africa,WhatsApp,6.238178642842113
2025-05-03,Europe,WhatsApp,5.223151266702025
2025-08-28,Africa,Facebook,3.528984368289468
2025-03-27,South America,Instagram,5.098487864144479
2025-06-25,North America,Facebook,5.8223269361887775
2025-03-04,Europe,Facebook,4.998192688867828
2025-02-08,Asia,Facebook,4.827219493285976
2025-05-18,Europe,Facebook,3.827483011713239
2025-08-29,Europe,Facebook,2.1724070725876032
2025-08-14,Asia,Messenger,5.64485849932127
2025-07-25,Africa,Facebook,6.541697993288952
2025-06-13,Europe,Instagram,1.9335257171602755
2025-01-27,Europe,WhatsApp,5.149004795691447
2025-07-02,North America,Messenger,2.7969175211828823
2025-07-17,North America,Instagram,4.699858514135681
2025-04-17,South America,Facebook,1.900875100449709
2025-07-08,Asia,Instagram,5.171036682186903
2025-02-05,Africa,WhatsApp,4.6412875686803865
2025-03-26,Africa,Instagram,5.240646845973494
2025-06-04,South America,Facebook,4.971095872883402
2025-06-18,Africa,WhatsApp,4.2799637566889555
2025-02-04,Africa,Facebook,5.182408636608507
2025-07-03,North America,Facebook,3.331440042303789
2025-04-09,Africa,Messenger,4.863427723895974
2025-08-25,Africa,WhatsApp,3.1709663042910305
2025-05-02,South America,WhatsApp,4.9375205657420835
2025-01-23,South America,Facebook,3.7130837313806375
2025-03-04,Europe,Instagram,4.733427286109201
2025-05-30,Africa,WhatsApp,3.5695762455823505
2025-07-14,Africa,Instagram,3.5985327484440135
2025-03-21,Africa,Instagram,3.6650725526614085
2025-06-02,North America,WhatsApp,2.003398128656822
2025-01-17,Africa,Instagram,5.2983184502986775
2025-02-08,North America,WhatsApp,4.069497215326867
2025-07-21,Europe,Messenger,2.066175503194149
2025-03-29,Asia,WhatsApp,3.1855501584066803
2025-03-11,Africa,WhatsApp,3.1017584337680155
2025-05-04,South America,WhatsApp,4.599460516650306
2025-03-21,South America,Messenger,3.685778177874422
2025-02-14,Africa,Instagram,5.360524278552975
2025-08-21,North America,Messenger,2.207502702857101
2025-06-03,South America,Instagram,4.650256119964499
2025-06-29,South America,WhatsApp,4.531384047412423
2025-01-31,Europe,WhatsApp,3.3696943195447453
2025-03-26,Europe,Messenger,4.381980074500061
2025-02-14,Europe,Messenger,3.9448326239862443
2025-08-31,South America,Messenger,5.812221341897575
2025-02-09,South America,Messenger,4.127391531014309
2025-07-01,Africa,WhatsApp,5.706521030008664
2025-03-22,Africa,WhatsApp,5.251031067208313
2025-02-07,North America,Facebook,2.1315665534360395
2025-02-26,South America,Messenger,3.8748296864646683
2025-01-30,Africa,Messenger,5.248061777720185
2025-09-23,Africa,Instagram,4.366450194906965
2025-08-15,Europe,Instagram,4.1229724949713376
2025-02-23,Europe,WhatsApp,4.215521669703193
2025-04-07,Europe,Facebook,4.909946210473127
2025-01-04,Asia,Messenger,3.4194096892487975
2025-04-01,Africa,Facebook,3.5704639713625257
2025-03-30,Europe,Facebook,5.25803171746865
2025-04-02,Europe,WhatsApp,4.312346719425194
2025-05-30,South America,Facebook,3.7357076705742185
2025-08-22,Europe,Messenger,4.054381317619538
2025-02-28,South America,WhatsApp,4.767678250668748
2025-07-04,North America,Facebook,3.973320612314537
2025-02-13,Europe,WhatsApp,4.239534463529608
2025-06-29,South America,WhatsApp,1.4284836049141267
2025-03-17,Europe,Instagram,4.365892993522236
2025-05-24,North America,WhatsApp,3.8052445740804925
2025-04-11,Europe,Facebook,5.380353561547652
2025-02-24,South America,Instagram,3.9247188642584963
2025-07-08,North America,Messenger,6.224028895986426
2025-03-18,North America,Messenger,4.9176243743979065
2025-08-07,North America,Messenger,2.883716598817106
2025-03-07,Asia,Messenger,2.1485219304182763
2025-05-16,South America,Messenger,3.8759567216640605
2025-08-22,Asia,Facebook,4.042684263672233
2025-07-18,North America,WhatsApp,1.4537204812998739
2025-09-23,Asia,Instagram,3.9220339338639394
2025-02-12,Europe,WhatsApp,3.5063959095187074
2025-08-16,Asia,WhatsApp,4.301725246731754
2025-08-15,Africa,Facebook,7.02601384857793
2025-03-04,North America,Facebook,1.4952467801638223
2025-06-20,North America,Facebook,5.41719040731503
2025-09-07,South America,Instagram,4.728500763198519
2025-09-07,Europe,Facebook,3.2546051039466004
2025-08-26,South America,WhatsApp,4.036285305819105
2025-02-25,Asia,Instagram,5.370372787218692
2025-06-20,Africa,Facebook,4.166905655173448
2025-02-03,Africa,Facebook,1.0959197465974397
2025-05-10,Africa,Facebook,4.546884622750953
2025-05-10,Africa,WhatsApp,5.082834275478157
2025-05-31,Europe,Facebook,3.37994300469395
2025-05-23,Asia,WhatsApp,5.295662891487611
2025-04-28,Africa,Instagram,5.414020598865154
2025-07-23,North America,Facebook,5.958476760988548
2025-08-23,Asia,Messenger,5.5046520507307335
2025-01-17,Europe,Messenger,7.817834150975842
2025-03-23,Africa,WhatsApp,5.748965600397929
2025-01-14,Europe,Facebook,4.254978368563288
2025-03-22,Africa,Facebook,5.201820273269081
2025-07-26,North America,Messenger,4.197536836577539
2025-07-23,Asia,Instagram,3.6274831051961693
2025-02-01,North America,Instagram,2.4385523529898525
2025-01-23,Africa,WhatsApp,3.8210625843206363
2025-04-12,South America,Messenger,5.3435523345509255
2025-06-11,Asia,WhatsApp,2.7970418622513225
2025-04-08,Europe,WhatsApp,4.628786961639934
2025-05-24,Africa,Instagram,3.496209779137862
2025-04-14,North America,Messenger,4.078238346310073
2025-06-20,South America,WhatsApp,3.99411341678509
2025-03-05,Africa,Instagram,4.371201267886892
2025-09-01,Europe,Instagram,7.481057887066108
2025-03-12,North America,Facebook,3.3054969358203667
2025-05-05,Asia,Messenger,4.032763945648343
2025-04-17,South America,Messenger,3.7668011520798292
2025-05-28,Africa,Facebook,1.838010191075429
2025-07-11,Africa,WhatsApp,5.378713618506299
2025-08-14,Africa,Instagram,2.839498352143952
2025-08-30,Africa,Instagram,6.147886892281898
2025-06-12,North America,Instagram,2.9129461097044747
2025-01-08,Asia,Facebook,4.664648702527701
2025-06-01,Europe,Instagram,6.687833172427277
2025-04-05,South America,WhatsApp,4.770166038027043
2025-08-02,Africa,WhatsApp,3.205872541568618
2025-03-05,Africa,Facebook,2.7470467666251137
2025-03-06,Asia,WhatsApp,0.7938963075314289
2025-09-27,Asia,Messenger,3.525255370328299
2025-01-25,North America,Messenger,1.9551160497680522
2025-04-10,North America,Instagram,4.038063707416875
2025-04-15,North America,Instagram,3.4414402560080743
2025-05-11,South America,Messenger,4.22901633609956
2025-01-19,North America,WhatsApp,2.3523710782658998
2025-08-13,Africa,Facebook,3.288774314154756
2025-04-16,North America,Instagram,4.858954159720927
2025-02-23,South America,Instagram,4.514793226963481
2025-08-14,North America,Messenger,1.3189056737730618
2025-01-15,North America,Messenger,5.2330939842053965
2025-02-17,Africa,Facebook,2.451656296086592
2025-05-19,Africa,Instagram,1.7224966010974665
2025-02-03,Africa,WhatsApp,3.6840187360518573
2025-07-29,North America,WhatsApp,7.643892938261576
2025-01-19,Africa,Messenger,3.513995216359359
2025-07-15,Asia,Facebook,4.162078589907942
2025-04-25,Europe,Messenger,5.0435084909306696
2025-03-16,Europe,Facebook,2.7091048762358456
2025-05-30,Africa,WhatsApp,4.474767362504782
2025-02-05,South America,Facebook,2.773288931024416
2025-08-30,Africa,WhatsApp,4.842446206241723
2025-05-31,Africa,Facebook,4.607906078701508
2025-03-04,North America,Messenger,4.473658714361609
2025-06-03,South America,WhatsApp,4.262066074985055
2025-07-07,Africa,Instagram,7.0224451157541035
2025-08-11,Asia,Instagram,4.3564216602666
2025-04-03,Europe,WhatsApp,4.798224155736755
2025-01-05,Asia,Instagram,4.5539884246697175
2025-06-15,Asia,WhatsApp,2.4984611451075236
2025-01-25,Asia,Messenger,2.8469626723219554
2025-04-08,South America,Messenger,2.3744118576003705
2025-09-25,South America,Facebook,2.826114925861192
2025-05-30,South America,Instagram,3.2401150411432655
2025-09-09,Europe,Instagram,3.6971709815021714
2025-03-25,North America,Instagram,3.6795758416765456
2025-06-21,Africa,WhatsApp,4.864418923808247
2025-08-09,Africa,Messenger,6.025803477334292
2025-04-19,North America,Instagram,5.71453515437269
2025-01-27,Africa,Facebook,4.417456076156177
2025-09-03,Asia,Instagram,2.7540526845022586
2025-02-24,Europe,Facebook,5.573934127447766
